Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
08/05/26,,Osasuna Under 2.5,1.6,1.925,20.31,,,0,15,-15,Osasuna motivatie?
Dagtotaal 08/05/26,,,,,,,,,60.00,10.77,ROI 18.0% · 5 plays

09/05/26,,Hoffenheim Under 3.5,1.85,1.925,4.05,,,X,,,
09/05/26,,Leipzig Win,1.27,1.33,4.72,,,X,,,
09/05/26,,Stuttgart Win,2.18,2.23,2.29,,,X,,,
09/05/26,,Stuttgart Draw,3.96,4.1,3.54,,,X,,,
09/05/26,,Stuttgart Under 3.5,1.78,2.025,13.76,,,0,15,-15,
09/05/26,,Bayern Win,1.14,1.48,29.82,,,1,20,9.6,Bayern B?
09/05/26,,Bayern Over 3.5,1.38,1.61,16.67,,,0,20,-20,Bayern B?
09/05/26,,Liverpool Under 2.5,2.62,2.3,-12.21,,,X,,,
09/05/26,,Liverpool Under 3.5,1.65,1.53,-7.27,,,X,,,
09/05/26,,Brighton Draw,5.57,6.6,18.49,,,0,2.5,-2.5,
09/05/26,,Brighton Under 2.5,1.99,2.62,31.66,,,0,10,-10,
09/05/26,,Brighton Under 3.5,1.39,1.65,18.70,,,X,,,
09/05/26,,Fulham Win,2.3,2.62,13.91,,,0,10,-10,
09/05/26,,Fulham Over 2.5,1.46,1.625,11.30,,,X,,,
09/05/26,,Fulham Over 3.5,2.13,2.425,13.85,,,0,10,-10,
09/05/26,,City Win,1.27,1.36,7.09,,,1,20,7.2,
09/05/26,,Udinese Win,2.42,3,23.97,,,1,5,10,
09/05/26,,Udinese Over 2.5,1.81,2.3,27.07,,,0,15,-15,
09/05/26,,Inter Win,1.65,1.83,10.91,,,1,15,12.45,Inter kampioen? - Lazio - Inter Bekerfinale
09/05/26,,Inter Over 2.5,1.53,1.8,17.65,,,1,15,12,Inter kampioen?
09/05/26,,Juventus Draw,3.95,4.55,15.19,,,0,5,-5,
09/05/26,,Juventus Under 2.5,1.82,1.95,7.14,,,1,15,14.25,
09/05/26,,Elche Win,2,2.25,12.50,,,0,10,-10,
09/05/26,,Elche Over 2.5,1.87,1.975,5.62,,,0,15,-15,
09/05/26,,Sevilla Draw,3.47,3.26,-6.05,,,X,,,
09/05/26,,Sevilla Over 2.5,2.08,2.3,10.58,,,1,10,13,
09/05/26,,Atletico Madrid Win,1.77,1.85,4.52,,,X,,,Uitgeschakeld CL
09/05/26,,Sociedad Over 2.5,1.58,1.66,5.06,,,1,15,9.9,
Dagtotaal 09/05/26,,,,,,,,,227.50,-24.10,ROI -10.6% · 18 plays

10/05/26,,Hamburger Win,2.4,2.7,12.50,,,1,5,8.5,
10/05/26,,Hamburger Draw,3.42,3.72,8.77,,,0,5,-5,
10/05/26,,Hamburger Under 2.5,1.9,2.2,15.79,,,0,15,-15,
10/05/26,,Koln Win,1.94,2.05,5.67,,,0,10,-10,
10/05/26,,Koln Under 3.5,1.73,1.85,6.94,,,0,15,-15,
10/05/26,,Union Berlin Win,4.38,4.75,8.45,,,1,5,18.75,
10/05/26,,Union Berlin Draw,3.53,4.2,18.98,,,0,5,-5,
10/05/26,,Union Berlin Under 2.5,1.89,2.2,16.40,,,0,15,-15,
10/05/26,,Burnley Draw,3.41,4.25,24.63,,,1,5,16.25,
10/05/26,,Burnley Under 2.5,1.66,2.025,21.99,,,0,15,-15,
10/05/26,,Everton Win,2.45,2.35,-4.08,,,X,,,
10/05/26,,Everton Draw,2.94,3.38,14.97,,,1,5,11.9,
10/05/26,,Everton Under 2.5,1.46,1.91,30.82,,,0,20,-20,
10/05/26,,Nottingham Draw,3.02,3.62,19.87,,,1,5,13.1,
10/05/26,,Nottingham Under 2.5,1.57,2.1,33.76,,,1,15,16.5,
10/05/26,,Arsenal Over 2.5,1.67,1.73,3.59,,,X,,,
10/05/26,,Auxerre Win,2.07,2.4,15.94,,,1,10,14,
10/05/26,,Auxerre Draw,3.41,3.44,0.88,,,X,,,
10/05/26,,Auxerre Under 2.5,1.76,1.925,9.38,,,0,15,-15,
10/05/26,,Strasbourg Win,2.37,2.55,7.59,,,0,5,-5,
10/05/26,,Lille Win,2.46,2.62,6.50,,,1,5,8.1,
10/05/26,,Lille over 2.5,1.4,1.625,16.07,,,0,20,-20,
10/05/26,,Metz Win,3.12,3.2,2.56,,,X,,,
10/05/26,,Metz Draw,3.12,3.74,19.87,,,0,5,-5,
10/05/26,,Metz Under 2.5,1.63,2.2,34.97,,,0,15,-15,
10/05/26,,Havre Win,2.93,3.74,27.65,,,0,5,-5,"No EP (3,25)"
10/05/26,,Havre Draw,3.32,3.74,12.65,,,0,5,-5,
10/05/26,,Havre Under 2.5,1.83,2.2,20.22,,,1,15,18,
10/05/26,,Paris FC Draw,4.34,4.6,5.99,,,0,5,-5,
10/05/26,,Paris FC Under 3.5,1.51,1.66,9.93,,,1,15,9.9,
10/05/26,,Toulouse Win,3.89,4.1,5.40,,,1,5,15.5,
10/05/26,,Toulouse Draw,3.85,4.05,5.19,,,0,5,-5,
10/05/26,,Toulouse Over 2.5,1.73,1.725,-0.29,,,X,,,
10/05/26,,Hellas Draw,4.29,4.85,13.05,,,0,5,-5,
10/05/26,,Hellas Under 2.5,1.79,1.925,7.54,,,1,15,13.875,
10/05/26,,Cremonese Draw,3.13,3.72,18.85,,,0,5,-5,
10/05/26,,Cremonese Under 2.5,1.67,1.675,0.30,,,X,,,
10/05/26,,Fiorentina Win,2.14,2.05,-4.21,,,X,,,
10/05/26,,Fiorentina Draw,3.36,3.42,1.79,,,X,,,
10/05/26,,Parma Draw,3.8,4.25,11.84,,,0,5,-5,
10/05/26,,Atalanta Win,2.82,3.6,27.66,,,1,5,13,
10/05/26,,Atalanta Draw,3.12,3.46,10.90,,,0,5,-5,
10/05/26,,Atalanta Under 2.5,1.68,2,19.05,,,0,15,-15,
10/05/26,,Ajax Under 3.5,1.69,1.775,5.03,,,1,15,11.625,
10/05/26,,Excelsior Win,1.6,1.72,7.50,,,0,15,-15,
10/05/26,,Excelsior Under 2.5,1.87,2.35,25.67,,,1,15,20.25,
10/05/26,,NEC Win,2.1,2.2,4.76,,,0,10,-10,"2,31 No EP"
10/05/26,,NEC Under 3.5,1.62,1.725,6.48,,,1,15,10.875,
10/05/26,,Twente Under 3.5,1.61,1.8,11.80,,,0,15,-15,
10/05/26,,Feyenoord Win,1.48,1.83,23.65,,,0,20,-20,
10/05/26,,Fortuna Win,2.01,2.1,4.48,,,1,10,11,"2,17 No EP"
10/05/26,,Fortuna Over 3.5,2.28,2.425,6.36,,,1,10,14.25,
10/05/26,,Go Ahead Win,3.58,4.33,20.95,,,0,5,-5,
10/05/26,,Go Ahead Draw,4.28,4.85,13.32,,,0,5,-5,
10/05/26,,Go Ahead Under 3.5,1.87,2.05,9.63,,,0,15,-15,
10/05/26,,Heerenveen Win,2,2.55,27.50,,,0,10,-10,
10/05/26,,Heerenveen Draw,3.8,3.68,-3.16,,,X,,,
10/05/26,,Telstar Win,1.33,1.42,6.77,,,1,20,8.4,
10/05/26,,Estoril Win,2.41,2.7,12.03,,,0,5,-5,
10/05/26,,Villarreal Win,2.52,2.75,9.13,,,0,5,-5,
10/05/26,,Villarreal Over 2.5,1.71,1.66,-2.92,,,X,,,
10/05/26,,Valencia Draw,3.53,3.84,8.78,,,0,5,-5,
10/05/26,,Valencia Under 2.5,1.79,1.925,7.54,,,1,15,13.875,
10/05/26,,Getafe Win,2.45,2.6,6.12,,,0,5,-5,
10/05/26,,Getafe Draw,2.63,3.18,20.91,,,1,5,10.9,
10/05/26,,Getafe Under 2.5,1.27,1.5,18.11,,,1,20,10,
10/05/26,,Barcelona Win,1.47,1.61,9.52,,,1,20,12.2,
10/05/26,,Barcelona Under 3.5,1.75,2.2,25.71,,,1,15,18,
Dagtotaal 10/05/26,,,,,,,,,600.00,-11.25,ROI -1.9% · 58 plays

11/05/26,,Leeds Win,3.06,4.33,41.50,,,0,5,-5,
11/05/26,,Leeds Draw,3.66,3.92,7.10,,,1,5,14.6,
11/05/26,,Bologna Win,3.99,6,50.38,,,1,5,25,
11/05/26,,Bologna Draw,3.62,4.15,14.64,,,0,5,-5,
11/05/26,,Bologna Over 2.5,1.89,1.95,3.17,,,X,,,
11/05/26,,Nacional Win,3.52,3.3,-6.25,,,X,,,
11/05/26,,Nacional Draw,2.9,3.22,11.03,,,0,5,-5,
11/05/26,,Nacional Under 2.5,1.45,1.7,17.24,,,1,20,14,
11/05/26,,Moreirense Win,2.35,4.2,78.72,,,0,5,-5,
11/05/26,,Moreirense Draw,3.15,3.5,11.11,,,0,5,-5,
11/05/26,,Moreirense Under 2.5,1.61,1.825,13.35,,,1,15,12.375,
11/05/26,,Estrela Win,3.31,3.5,5.74,,,0,5,-5,
11/05/26,,Estrela Draw,3.2,3.62,13.13,,,1,5,13.1,
11/05/26,,Estrela Under 2.5,1.69,1.95,15.38,,,1,15,14.25,
11/05/26,,Gil Vicente Win,1.56,1.62,3.85,,,X,,,
11/05/26,,Gil Vicente Over 2.5,1.68,1.8,7.14,,,1,15,12,
11/05/26,,Rio Ave Draw,6.61,6.4,-3.18,,,X,,,
11/05/26,,Rio Ave Under 3.5,1.78,1.775,-0.28,,,X,,,
11/05/26,,Braga Win,5.73,7,22.16,,,0,2.5,-2.5,
11/05/26,,Braga Draw,4.49,4.7,4.68,,,X,,,
11/05/26,,Braga Over 2.5,1.58,1.65,4.43,,,X,,,
11/05/26,,Vitoria Win,1.5,1.66,10.67,,,0,20,-20,
11/05/26,,Vitoria Over 2.5,1.89,1.925,1.85,,,X,,,
11/05/26,,Vallecano Win,1.98,2.6,31.31,,,0,10,-10,
11/05/26,,Vallecano Draw,3.25,3.12,-4.00,,,X,,,
11/05/26,,Vallecano Under 2.5,1.57,1.85,17.83,,,1,15,12.75,
Dagtotaal 11/05/26,,,,,,,,,157.50,55.58,ROI 35.3% · 17 plays

12/05/26,,Celta de Vigo Win,1.66,1.8,8.43,,,0,15,-15,
12/05/26,,Celta de Vigo Over 2.5,1.63,1.8,10.43,,,1,15,12,
12/05/26,,Betis Win,1.44,1.57,9.03,,,1,20,11.4,
12/05/26,,Betis Over 2.5,1.53,1.61,5.23,,,1,15,9.15,
12/05/26,,Osasuna Win,2.3,2.55,10.87,,,0,10,-10,
12/05/26,,Osasuna Draw,3.44,3.58,4.07,,,0,5,-5,
12/05/26,,Osasuna Under 2.5,1.94,2.1,8.25,,,0,10,-10,
Dagtotaal 12/05/26,,,,,,,,,90.00,-7.45,ROI -8.3% · 7 plays

13/05/26,,City Draw,7.39,7.9,6.90,,,0,2.5,-2.5,
13/05/26,,Stade Brest Win,2.12,2.62,23.58,,,0,10,-10,
13/05/26,,Stade Brest Over 2.5,1.68,1.725,2.68,,,X,,,
13/05/26,,Lens Win,2.67,3.3,23.60,,,0,5,-5,
13/05/26,,Lens Draw,3.7,3.92,5.95,,,0,5,-5,
13/05/26,,Lens Under 2.5,2.35,2.375,1.06,,,X,,,
13/05/26,,Espanyol Win,2.42,2.62,8.26,,,1,5,8.1,
13/05/26,,Espanyol Draw,3.14,3.32,5.73,,,0,5,-5,
13/05/26,,Espanyol Under 2.5,1.64,1.675,2.13,,,X,,,
13/05/26,,Villarreal Win,1.24,2.05,65.32,,,1,20,21,
13/05/26,,Villarreal Over 2.5,1.34,1.8,34.33,,,1,20,16,
13/05/26,,Barcelona Win,1.56,2.1,34.62,,,0,15,-15,
13/05/26,,Barcelona Over 3.5,2.18,2.2,0.92,,,X,,,
13/05/26,,Getafe Draw,2.94,3.22,9.52,,,0,5,-5,
13/05/26,,Getafe Under 1.5,2.52,2.5,-0.79,,,X,,,
Dagtotaal 13/05/26,,,,,,,,,92.50,-2.40,ROI -2.6% · 10 plays

14/05/26,,Valencia Win,2,2.25,12.50,,,0,10,-10,
14/05/26,,Valencia Under 2.5,1.88,1.66,-11.70,,,X,,,
14/05/26,,Sociedad Win,2.66,3.6,35.34,,,0,5,-5,
14/05/26,,Sociedad Draw,3.36,3.94,17.26,,,1,5,14.7,
14/05/26,,Sociedad Under 2.5,1.91,2.1,9.95,,,1,10,11,
14/05/26,,Real Madrid Win,1.16,1.22,5.17,,,1,20,4.4,
14/05/26,,Real Madrid Over 3.5,1.83,2.06,12.57,,,0,15,-15,
Dagtotaal 14/05/26,,,,,,,,,65.00,0.10,ROI 0.2% · 6 plays

15/05/26,,Aston Villa Win,2.55,3,17.65,,,1,5,10,
15/05/26,,Aston Villa Draw,3.58,3.84,7.26,,,0,5,-5,
15/05/26,,Aston Villa Under 2.5,2.19,2.375,8.45,,,0,10,-10,
Dagtotaal 15/05/26,,,,,,,,,20.00,-5.00,ROI -25.0% · 3 plays

16/05/26,,Mainz Win,2.74,3.4,24.09,0-2,G,1,5,12,G (0-2)
16/05/26,,Mainz Draw,4.05,4.45,9.88,0-2,F,0,5,-5,F (0-2)
16/05/26,,Augsburg Draw,3.82,4.25,11.26,4-0,F,0,5,-5,F (4-0)
16/05/26,,Augsburg Under 3.5,1.62,1.9,17.28,4-0,F,0,15,-15,F (4-0)
16/05/26,,Leverkusen Win,1.24,1.28,3.23,,,X,,,
16/05/26,,Leverkusen Under 3.5,2.09,2.2,5.26,1-1,G,1,10,12,G (1-1)
16/05/26,,Bayern Win,1.08,1.12,3.70,,,X,,,
16/05/26,,Bayern Over 4.5,1.59,1.8,13.21,5-1,G,1,15,12,G (5-1)
16/05/26,,Eintracht Over 3.5,1.66,1.8,8.43,2-2,G,1,15,12,G (2-2)
16/05/26,,Gladbach Win,3.81,4.5,18.11,4-0,G,1,5,17.5,G (4-0)
16/05/26,,Gladbach Draw,4.14,4.8,15.94,4-0,F,0,5,-5,F (4-0)
16/05/26,,Gladbach Under 3.5,1.77,1.925,8.76,4-0,F,0,15,-15,F (4-0)
16/05/26,,Leipzig Win,2.26,2.45,8.41,4-1,F,0,10,-10,F (4-1)
16/05/26,,Leipzig Draw,3.95,3.88,-1.77,,,X,,,
16/05/26,,St Pauli Draw,3.59,3.72,3.62,,,X,,,
16/05/26,,St Pauli Under 2.5,2.17,2.1,-3.23,,,X,,,
16/05/26,,Dortmund Win,1.57,2.05,30.57,0-2,G,1,15,15.75,G (0-2)
16/05/26,,Dortmund Under 3.5,1.57,1.85,17.83,0-2,G,1,15,12.75,G (0-2)
16/05/26,,Porto Draw,5.3,5.4,1.89,,,X,,,
16/05/26,,Porto Under 2.5,1.98,2.15,8.59,1-0,G,1,10,11.5,G (1-0)
16/05/26,,Moreirense Win,1.44,2.1,45.83,0-0,F,0,20,-20,F (0-0)
16/05/26,,Moreirense Over 2.5,1.66,1.925,15.96,0-0,F,0,15,-15,F (0-0)
16/05/26,,Arouca Win,2.4,3.4,41.67,3-1,G,1,5,12,G (3-1)
16/05/26,,Arouca Over 2.5,1.66,1.85,11.45,3-1,G,1,15,12.75,G (3-1)
16/05/26,,Rio Ave Win,2.99,5,67.22,1-1,F,0,5,-5,F (1-1)
16/05/26,,Rio Ave Draw,3.33,3.66,9.91,1-1,G,1,5,13.3,G (1-1)
16/05/26,,Rio Ave Under 2.5,1.84,1.875,1.90,,,X,,,
16/05/26,,Nacional Under 2.5,2.02,2.025,0.25,,,X,,,
16/05/26,,Braga Win,1.28,1.62,26.56,2-2,F,0,20,-20,F (2-2)
16/05/26,,Braga Over 2.5,1.53,1.75,14.38,2-2,G,1,15,11.25,G (2-2)
16/05/26,,Benfica Draw,5.17,5.55,7.35,1-3,F,0,2.5,-2.5,F (1-3)
16/05/26,,Benfica Under 3.5,1.71,1.825,6.73,1-3,F,0,15,-15,F (1-3)
16/05/26,,Famalicao Draw,3.81,4.15,8.92,1-0,F,0,5,-5,F (1-0)
16/05/26,,Famalicao Under 2.5,1.99,2.15,8.04,1-0,G,1,10,11.5,G (1-0)
Dagtotaal 16/05/26,,,,,,,,,277.50,28.80,ROI 10.4% · 26 plays

17/05/26,,Nottingham Win,3.31,5.25,58.61,3-2,F,0,5,-5,F (3-2)
17/05/26,,Nottingham Draw,4.02,4.25,5.72,3-2,F,0,5,-5,F (3-2)
17/05/26,,Nottingham Over 2.5,1.53,1.61,5.23,3-2,G,1,15,9.15,G (3-2)
17/05/26,,Crystal Palace Draw,3.73,4.35,16.62,2-2,G,1,5,16.75,G (2-2)
17/05/26,,Crystal Palace Under 2.5,1.93,2.2,13.99,2-2,F,0,10,-10,F (2-2)
17/05/26,,Everton Draw,3.44,3.76,9.30,1-3,F,0,5,-5,F (1-3)
17/05/26,,Everton Under 2.5,1.81,2.03,12.15,1-3,F,0,15,-15,F (1-3)
17/05/26,,Leeds Win,2.77,3.3,19.13,1-0,G,1,5,11.5,G (1-0)
17/05/26,,Leeds Draw,3.51,3.66,4.27,,,X,,,
17/05/26,,Leeds Under 2.5,2.12,2.2,3.77,,,X,,,
17/05/26,,Wolverhampton Win,3.34,3.9,16.77,1-1,F,0,5,-5,F (1-1)
17/05/26,,Wolverhampton Draw,3.2,3.82,19.38,1-1,G,1,5,14.1,G (1-1)
17/05/26,,Wolverhampton under 2.5,1.73,2.05,18.50,1-1,G,1,15,15.75,G (1-1)
17/05/26,,Newcastle Win,1.93,2.15,11.40,3-1,G,1,10,11.5,G (3-1)
17/05/26,,Lorient Win,1.72,2.62,52.33,0-2,F,0,15,-15,F (0-2)
17/05/26,,Lorient Over 2.5,1.88,1.9,1.06,,,X,,,
17/05/26,,Toulouse Win,2.27,2.62,15.42,,,X,,,Afg.
17/05/26,,Toulouse Draw,3.55,3.42,-3.66,,,X,,,
17/05/26,,Toulouse Under 2.5,2.03,2.05,0.99,,,X,,,
17/05/26,,Lille Draw,4.91,4.8,-2.24,,,X,,,
17/05/26,,Metz Win,5.4,9,66.67,0-0,F,0,2.5,-2.5,F (0-0)
17/05/26,,Metz Draw,4.34,5.3,22.12,0-0,G,1,5,21.5,G (0-0)
17/05/26,,Lens Draw,3.94,4.1,4.06,,,X,,,
17/05/26,,Lens Win,3.97,4.33,9.07,0-4,G,1,5,16.65,G (0-4)
17/05/26,,Marseille Win,1.68,2,19.05,3-1,G,1,15,15,G (3-1)
17/05/26,,Marseille Over 3.5,1.59,2.38,49.69,3-1,G,1,15,20.7,G (3-1)
17/05/26,,PSG Win,1.52,1.55,1.97,,,X,,,
17/05/26,,Strasbourg Win,2.69,3.1,15.24,5-4,G,1,5,10.5,G (5-4)
17/05/26,,Strasbourg Draw,3.49,3.86,10.60,5-4,F,0,5,-5,F (5-4)
17/05/26,,Strasbourg Under 3.5,1.41,1.72,21.99,5-4,F,0,20,-20,F (5-4)
17/05/26,,Brest Win,1.73,1.83,5.78,1-1,F,0,15,-15,F (1-1)
17/05/26,,Brest Draw,3.73,3.66,-1.88,,,X,,,
17/05/26,,Brest Under 2.5,1.77,2.025,14.41,1-1,G,1,15,15.375,G (1-1)
17/05/26,,AS Roma Draw,3.43,4.4,28.28,2-0,F,0,5,-5,F (2-0)
17/05/26,,AS Roma Under 2.5,1.46,1.975,35.27,2-0,G,1,20,19.5,G (2-0)
17/05/26,,Parma Win,9.18,12,30.72,1-0,F,0,2.5,-2.5,F (1-0)
17/05/26,,Parma Draw,4.02,5.5,36.82,1-0,F,0,5,-5,F (1-0)
17/05/26,,Parma Under 2.5,1.77,2.2,24.29,1-0,G,1,15,18,G (1-0)
17/05/26,,Genoa Win,4.38,4.5,2.74,,,X,,,
17/05/26,,Genoa Draw,3.07,3.84,25.08,1-2,F,0,5,-5,F (1-2)
17/05/26,,Juventus Draw,5.51,5.95,7.99,0-2,F,0,2.5,-2.5,F (0-2)
17/05/26,,Juventus Over 2.5,1.59,1.66,4.40,,,X,,,
17/05/26,,Pisa Draw,3.48,4.85,39.37,0-3,F,0,5,-5,F (0-3)
17/05/26,,Pisa Under 2.5,1.46,2,36.99,0-3,F,0,20,-20,F (0-3)
17/05/26,,Inter Win,1.08,1.22,12.96,,,X,,,
17/05/26,,Inter Over 3.5,1.63,2.3,41.10,1-1,F,0,15,-15,F (1-1)
17/05/26,,Bologna Win,3.6,4.75,31.94,0-1,G,1,5,18.75,G (0-1)
17/05/26,,Bologna Draw,3.45,4.2,21.74,0-1,F,0,5,-5,F (0-1)
17/05/26,,Bologna Under 2.5,2,2.2,10.00,0-1,G,1,10,12,G (0-1)
17/05/26,,Cagliari Win,2.23,2.3,3.14,,,X,,,
17/05/26,,Cagliari Over 2.5,2.17,2.3,5.99,2-1,G,1,10,13,G (2-1)
17/05/26,,Sassuolo Win,2.3,2.62,13.91,2-3,F,0,10,-10,F (2-3)
17/05/26,,Sassuolo Draw,3.11,3.24,4.18,2-3,F,0,5,-5,F (2-3)
17/05/26,,Sassuolo Under 2.5,1.6,1.75,9.38,2-3,F,0,15,-15,F (2-3)
17/05/26,,Udinese Win,2,2.37,18.50,0-1,F,0,10,-10,F (0-1)
17/05/26,,Udinese Draw,3.23,3.34,3.41,0-1,F,0,5,-5,F (0-1)
17/05/26,,Udinese Under 2.5,1.59,1.725,8.49,0-1,G,1,15,10.875,G (0-1)
17/05/26,,AZ Win,1.24,1.37,10.48,,,X,,,
17/05/26,,Utrecht Draw,4.66,4.8,3.00,,,X,,,
17/05/26,,Utrecht Under 3.5,1.57,1.75,11.46,2-0,G,1,15,11.25,G (2-0)
17/05/26,,Volendam Win,1.96,2.9,47.96,1-2,F,0,10,-10,F (1-2)
17/05/26,,Volendam Draw,3.57,3.64,1.96,,,X,,,
17/05/26,,Volendam Under 3.5,1.31,1.625,24.05,1-2,G,1,20,12.5,G (1-2)
17/05/26,,Heracles Draw,4.3,4.65,8.14,1-2,F,0,5,-5,F (1-2)
17/05/26,,Heracles Under 3.5,1.55,1.775,14.52,1-2,G,1,15,11.625,G (1-2)
17/05/26,,Go Ahead Win,4.63,7.5,61.99,2-1,F,0,5,-5,F (2-1)
17/05/26,,Go Ahead Draw,4.57,5.25,14.88,2-1,F,0,5,-5,F (2-1)
17/05/26,,Go Ahead Under 3.5,1.89,1.975,4.50,,,X,,,
17/05/26,,Feyenoord Draw,3.59,4.3,19.78,0-2,F,0,5,-5,F (0-2)
17/05/26,,Feyenoord Under 2.5,1.89,2.88,52.38,,,X,,,
17/05/26,,Feyenoord Under 3.5,1.34,1.83,36.57,0-2,G,1,20,16.6,G (0-2)
17/05/26,,PSV Win,1.57,2.15,36.94,4-1,G,1,15,17.25,G (4-1)
17/05/26,,PSV Over 3.5,1.44,1.8,25.00,4-1,G,1,20,16,G (4-1)
17/05/26,,Heerenveen Win,2.58,3,16.28,0-0,F,0,5,-5,F (0-0)
17/05/26,,Heerenveen Under 3.5,1.96,1.975,0.77,,,X,,,
17/05/26,,Sparta Draw,3.7,3.86,4.32,,,X,,,
17/05/26,,Sparta Under 3.5,1.47,1.7,15.65,2-3,F,0,20,-20,F (2-3)
17/05/26,,Celta Win,2.52,3.5,38.89,1-1,F,0,5,-5,F (1-1)
17/05/26,,Celta Draw,2.95,3.28,11.19,1-1,G,1,5,11.4,G (1-1)
17/05/26,,Celta Under 2.5,1.49,1.72,15.44,1-1,G,1,20,14.4,G (1-1)
17/05/26,,Atletico Madrid Win,1.43,1.75,22.38,1-0,G,1,20,15,G (1-0)
17/05/26,,Elche Over 1.5,1.55,1.53,-1.29,,,X,,,
17/05/26,,Levante Win,1.83,2.1,14.75,2-0,G,1,15,16.5,G (2-0)
17/05/26,,Levante Over 2.5,1.79,1.85,3.35,,,X,,,
17/05/26,,Osasuna Win,1.89,2.1,11.11,1-2,F,0,15,-15,F (1-2)
17/05/26,,Osasuna Over 2.5,1.98,2.37,19.70,1-2,G,1,10,13.7,G (1-2)
17/05/26,,Oviedo Win,3.51,3.8,8.26,0-1,F,0,5,-5,F (0-1)
17/05/26,,Oviedo Draw,2.68,3.76,40.30,0-1,F,0,5,-5,F (0-1)
17/05/26,,Oviedo Under 2.5,1.33,1.975,48.50,0-1,G,1,20,19.5,G (0-1)
17/05/26,,Villarreal Win,2.86,3,4.90,,,X,,,
17/05/26,,Villarreal Draw,3.18,3.56,11.95,2-0,F,0,5,-5,F (2-0)
17/05/26,,Villarreal Under 2.5,1.71,2.1,22.81,2-0,G,1,15,16.5,G (2-0)
17/05/26,,Sociedad Win,1.71,2.15,25.73,3-4,F,0,15,-15,F (3-4)
17/05/26,,Sociedad Over 2.5,1.81,1.8,-0.55,,,X,,,
17/05/26,,Real Madrid Win,1.93,2.15,11.40,0-1,G,1,10,11.5,G (0-1)
17/05/26,,Barca Win,1.25,1.33,6.40,,,X,,,
17/05/26,,Barca Under 3.5,1.95,1.975,1.28,,,X,,,
Dagtotaal 17/05/26,,,,,,,,,727.50,156.83,ROI 21.6% · 70 plays

18/05/26,,Arsenal Win,1.07,1.08,0.93,,,X,,,
18/05/26,,Arsenal Over 3.5,1.49,2.025,35.91,1-0,F,0,20,-20,F (1-0)
Dagtotaal 18/05/26,,,,,,,,,20.00,-20.00,ROI -100.0% · 1 plays

19/05/26,,Bournemouth Win,3.5,4.75,35.71,,,0,5,-5,
19/05/26,,Bourenmouth Draw,3.86,4.55,17.88,,,1,5,17.75,
19/05/26,,Bournemouth Under 3.5,1.63,1.75,7.36,,,1,15,11.25,
19/05/26,,Chelsea Draw,3.19,3.62,13.48,,,0,5,-5,
19/05/26,,Chelsea Under 2.5,1.65,2.1,27.27,,,0,15,-15,
19/05/26,,Chelsea Under 3.5,1.24,1.53,23.39,,,X,,,
Dagtotaal 19/05/26,,,,,,,,,45.00,4.00,ROI 8.9% · 5 plays

21/05/26,,Ajax Win,1.62,1.9,17.28,,,1,15,13.5,
21/05/26,,Ajax Under 3.5,1.56,1.5,-3.85,,,X,,,
21/05/26,,Utrecht Win,1.59,1.9,19.50,,,1,15,13.5,
Dagtotaal 21/05/26,,,,,,,,,30.00,27.00,ROI 90.0% · 2 plays

22/05/26,,Atalanta Draw,3.14,3.48,10.83,,,1,5,12.4,
22/05/26,,Atalanta Under 2.5,1.7,2.15,26.47,,,1,15,17.25,
Dagtotaal 22/05/26,,,,,,,,,20.00,29.65,ROI 148.3% · 2 plays

23/05/26,,Inter Win,1.83,2,9.29,3-3,F,0,15,-15,F (3-3)
23/05/26,,Inter Draw,3.6,3.74,3.89,,,X,,,
23/05/26,,Inter Under 2.5,1.82,2.2,20.88,3-3,F,0,15,-15,F (3-3)
23/05/26,,Lazio Win,1.59,1.72,8.18,2-1,G,1,15,10.8,G (2-1)
23/05/26,,Lazio Draw,4.26,3.82,-10.33,,,X,,,
23/05/26,,Alaves Win,2.4,2.35,-2.08,,,X,,,
23/05/26,,Alaves Draw,3.33,3.42,2.70,,,X,,,
23/05/26,,Alaves Under 2.5,1.83,1.8,-1.64,,,X,,,
23/05/26,,Sevilla Win,4.4,4,-9.09,,,X,,,
23/05/26,,Sevilla Over 2.5,1.53,2.025,32.35,1-0,F,0,15,-15,F (1-0)
23/05/26,,Sociedad Win,3.01,3.1,2.99,0-1,F,0,5,-5,F (0-1)
23/05/26,,Sociedad Draw,3.23,3.72,15.17,1-1,G,1,5,13.6,G (1-1)
23/05/26,,Sociedad Under 2.5,1.77,2.1,18.64,1-1,G,1,15,16.5,G (1-1)
23/05/26,,Getafe Win,2.18,2.8,28.44,1-0,G,1,10,18,G (1-0)
23/05/26,,Getafe Under 1.5,2.18,2.2,0.92,,,X,,,
23/05/26,,Elche Win,2.61,4.2,60.92,1-1,F,0,5,-5,F (1-1)
23/05/26,,Elche Draw,3.43,3.86,12.54,1-1,G,1,5,14.3,G (1-1)
23/05/26,,Elche Under 2.5,1.99,2.1,5.53,1-1,G,1,10,11,G (1-1)
23/05/26,,Mallorca Draw,4.35,4.55,4.60,,,X,,,
23/05/26,,Mallorca Over 2.5,1.89,1.9,0.53,,,X,,,
23/05/26,,Betis Win,1.71,2.25,31.58,2-1,G,1,15,18.75,G (2-1)
